user_id,model,n_train,n_test,accuracy,precision,recall,f1_score,brier_score,rmse,auc
16,DecisionTree,255,55,0.8545454545454545,0.88,0.8148148148148148,0.8461538461538461,0.10444757337251918,0.3231834979891752,0.9272486772486773
16,RandomForest+Platt,255,55,0.9454545454545454,0.9615384615384616,0.9259259259259259,0.9433962264150944,0.05172421966513396,0.22742959276473665,0.9880952380952381
16,RF+OptimalThreshold,255,55,0.9090909090909091,0.84375,1.0,0.9152542372881356,0.05172421966513396,0.22742959276473665,0.9880952380952381
16,LogisticRegression,255,55,0.9090909090909091,0.8928571428571429,0.9259259259259259,0.9090909090909091,0.0515845198912642,0.22712225758666674,0.9841269841269842
17,DecisionTree,255,55,0.8,0.75,0.4,0.5217391304347826,0.19508654893515434,0.4416860298166044,0.6741666666666666
17,RandomForest+Platt,255,55,0.8545454545454545,0.7692307692307693,0.6666666666666666,0.7142857142857143,0.081915728420977,0.286209238881237,0.95
17,RF+OptimalThreshold,255,55,0.8727272727272727,0.7857142857142857,0.7333333333333333,0.7586206896551724,0.081915728420977,0.286209238881237,0.95
17,LogisticRegression,255,55,0.8727272727272727,0.7222222222222222,0.8666666666666667,0.7878787878787878,0.09226890201473846,0.30375796617494405,0.95
18,DecisionTree,255,55,0.8545454545454545,0.8571428571428571,0.782608695652174,0.8181818181818182,0.12789500215252092,0.35762410734250133,0.8634510869565217
18,RandomForest+Platt,255,55,0.7454545454545455,1.0,0.391304347826087,0.5625,0.16627216320173313,0.4077648381135052,0.9646739130434783
18,RF+OptimalThreshold,255,55,0.8545454545454545,1.0,0.6521739130434783,0.7894736842105263,0.16627216320173313,0.4077648381135052,0.9646739130434783
18,LogisticRegression,255,55,0.8909090909090909,0.8148148148148148,0.9565217391304348,0.88,0.06717089245731954,0.25917347946369734,0.9796195652173914
19,DecisionTree,255,55,0.8727272727272727,0.9629629629629629,0.8125,0.8813559322033898,0.10551327822812798,0.3248280748767384,0.9137228260869565
19,RandomForest+Platt,255,55,0.8181818181818182,0.9230769230769231,0.75,0.8275862068965517,0.10923381110252595,0.33050538740317975,0.9347826086956522
19,RF+OptimalThreshold,255,55,0.8727272727272727,0.9032258064516129,0.875,0.8888888888888888,0.10923381110252595,0.33050538740317975,0.9347826086956522
19,LogisticRegression,255,55,0.8909090909090909,0.9333333333333333,0.875,0.9032258064516129,0.10657957025436951,0.32646526653592034,0.9402173913043479
20,DecisionTree,255,55,0.8181818181818182,0.8620689655172413,0.8064516129032258,0.8333333333333334,0.1480359899453936,0.38475445409428805,0.8615591397849462
20,RandomForest+Platt,255,55,0.8727272727272727,0.9285714285714286,0.8387096774193549,0.8813559322033898,0.0792474011216345,0.2815091492680735,0.967741935483871
20,RF+OptimalThreshold,255,55,0.9090909090909091,0.90625,0.9354838709677419,0.9206349206349206,0.0792474011216345,0.2815091492680735,0.967741935483871
20,LogisticRegression,255,55,0.8909090909090909,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.07534645321200735,0.274493084087755,0.9650537634408602
21,DecisionTree,255,55,0.8363636363636363,0.72,0.9,0.8,0.1422351464570561,0.37714075151998105,0.8778571428571429
21,RandomForest+Platt,255,55,0.8727272727272727,0.782608695652174,0.9,0.8372093023255814,0.08646922499108496,0.29405649965794833,0.9471428571428572
21,RF+OptimalThreshold,255,55,0.8363636363636363,0.6896551724137931,1.0,0.8163265306122449,0.08646922499108496,0.29405649965794833,0.9471428571428572
21,LogisticRegression,255,55,0.7454545454545455,0.5882352941176471,1.0,0.7407407407407407,0.1791198603522762,0.4232255431236118,0.9685714285714286
22,DecisionTree,255,55,0.8909090909090909,0.92,0.8518518518518519,0.8846153846153846,0.09995587976882461,0.3161579981098448,0.9153439153439153
22,RandomForest+Platt,255,55,0.8727272727272727,0.9545454545454546,0.7777777777777778,0.8571428571428571,0.08471668312881389,0.29106130476037845,0.9484126984126984
22,RF+OptimalThreshold,255,55,0.9090909090909091,0.9583333333333334,0.8518518518518519,0.9019607843137255,0.08471668312881389,0.29106130476037845,0.9484126984126984
22,LogisticRegression,255,55,0.9090909090909091,0.8666666666666667,0.9629629629629629,0.9122807017543859,0.06908911318107466,0.2628480800406856,0.9642857142857143
23,DecisionTree,255,55,0.9090909090909091,0.9,0.8571428571428571,0.8780487804878049,0.08945205831221664,0.2990853696057643,0.896358543417367
23,RandomForest+Platt,255,55,0.9272727272727272,1.0,0.8095238095238095,0.8947368421052632,0.05945749912480423,0.24383908448975983,0.9551820728291317
23,RF+OptimalThreshold,255,55,0.9454545454545454,0.95,0.9047619047619048,0.926829268292683,0.05945749912480423,0.24383908448975983,0.9551820728291317
23,LogisticRegression,255,55,0.9090909090909091,0.9444444444444444,0.8095238095238095,0.8717948717948718,0.06559602423702927,0.2561172080064697,0.9747899159663864
24,DecisionTree,255,55,0.8363636363636363,0.8709677419354839,0.84375,0.8571428571428571,0.11603701527575873,0.3406420632801515,0.9008152173913044
24,RandomForest+Platt,255,55,0.9090909090909091,0.9655172413793104,0.875,0.9180327868852459,0.06206415726195002,0.24912678953085318,0.9796195652173914
24,RF+OptimalThreshold,255,55,0.8909090909090909,0.9333333333333333,0.875,0.9032258064516129,0.06206415726195002,0.24912678953085318,0.9796195652173914
24,LogisticRegression,255,55,0.9454545454545454,0.9142857142857143,1.0,0.9552238805970149,0.05113828918481389,0.22613776594106055,0.9864130434782609
25,DecisionTree,255,55,0.9272727272727272,0.9166666666666666,0.9705882352941176,0.9428571428571428,0.060414514156573416,0.24579364140793677,0.9754901960784315
